"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"19411","spm","","911655","0","122557","SMF VI 1046","paratype","","","hindwing","female","1","text","","Female allotype","Cratogomphus erraticus","species","175169","","Cratogomphus erraticus","species","175169","122.46","112.03","34848"
"19412","spm","","911656","0","122557","SMNS 66615a","holotype","","","forewing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19413","spm","","911656","0","122557","SMNS 66615a","holotype","","","hindwing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19414","spm","","911656","0","122557","SMNS 66592","paratype","","","forewing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19415","spm","","911656","0","122557","SMNS 66592","paratype","","","hindwing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19416","spm","","911656","0","122557","SMNS 66592","paratype","","","body","female","1","text","","Female; apex of abdomen missing","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19417","spm","","911656","0","122557","SMNS 66612","paratype","","","forewing","male","1","text","","Male allotype","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19418","spm","","911656","0","122557","SMNS 66612","paratype","","","hindwing","male","1","text","","Male allotype","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19419","spm","","911656","0","122557","SMNS 66612","holotype","","","body","male","1","text","","Male allotype; abdominal segments 6-10 missing","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19420","spm","","911656","0","122557","SMNS 66390","paratype","","","forewing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19421","spm","","911656","0","122557","SMNS 66390","paratype","","","hindwing","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19422","spm","","911656","0","122557","SMNS 66390","paratype","","","body","female","1","text","","Female","Cratohagenius erichweberi","species","175172","","Cratohagenius erichweberi","species","175172","122.46","112.03","34848"
"19423","spm","","911657","0","122557","SMNS 66617","holotype","","","forewing","","1","text","1","","Megaphlebia rayandressi","species","175175","","Megaphlebia rayandressi","species","175175","122.46","112.03","34848"
"19424","spm","","911658","0","122918","WDC 105","holotype","","","forewing","female","1","text","","Female","Magnathemis marcusthorhalli","species","175178","","Magnathemis marcusthorhalli","species","175178","122.46","112.03","34848"
"19425","spm","","911658","0","122918","WDC 105","holotype","","","hindwing","","1","text","","","Magnathemis marcusthorhalli","species","175178","","Magnathemis marcusthorhalli","species","175178","122.46","112.03","34848"
"19426","spm","","911658","0","122918","WDC 105","holotype","","","body","female","1","text","","Female","Magnathemis marcusthorhalli","species","175178","","Magnathemis marcusthorhalli","species","175178","122.46","112.03","34848"
"19427","spm","","911659","0","122557","SMNS 66389","holotype","","","forewing","male","1","text","","Male","Cratopetalia whiteheadi","species","175181","","Cratopetalia whiteheadi","species","175181","122.46","112.03","34848"
"19428","spm","","911659","0","122557","SMNS 66389","holotype","","","hindwing","male","1","text","","Male","Cratopetalia whiteheadi","species","175181","","Cratopetalia whiteheadi","species","175181","122.46","112.03","34848"
"19429","spm","","911661","0","122557","SMNS 66608","","","","forewing","","1","text","","","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","34848"
"19454","spm","","912151","0","75178","MPEF-PI 1002","holotype","","","hindwing","","1","text","","","Huncoaeshna corrugata","species","175305","","Huncoaeshna corrugata","species","175305","56","47.8","34865"
"19856","spm","","915493","0","104659","RGMN-500","holotype","","","body","","1","text","","Width based on width of head","Brauckmannia groeningae","species","176413","recombined as","Schizodactylus groeningae","species","176413","122.46","112.03","35040"
"19857","spm","","915494","0","104659","RGMN-501","holotype","","","forewing","","1","text","","","Euclydes ramosfernandesi","species","176417","","Euclydes ramosfernandesi","species","176417","122.46","112.03","35040"
"19858","spm","","915494","0","104659","RGMN-501","holotype","","","body","","1","text","","Excludes ovipositor (33 mm long)","Euclydes ramosfernandesi","species","176417","","Euclydes ramosfernandesi","species","176417","122.46","112.03","35040"
"19859","spm","","915495","0","104659","RGMN-511","holotype","","","body","","1","text","","","Prezotophlebia helbae","species","176420","","Prezotophlebia helbae","species","176420","122.46","112.03","35040"
"19860","spm","","915496","0","122922","MfNB-I.2079","","","","body","","1","text","","Width based on pronotum","Schizodactylus groeningae","species","176423","","Schizodactylus groeningae","species","176413","122.46","112.03","35041"
"20046","spm","","699841","0","75178","MPEF-PI 997","holotype","","","wing","","1","text","1","width is ""at nodus""","Austroperilestes hunco","species","108774","","Austroperilestes hunco","species","108774","56","47.8","25374"
"20254","spm","","921221","0","105330","UnG-030","holotype","","","tegmen","","1","text","1","","Cratozeunerella neotropica","species","177622","","Cratozeunerella neotropica","species","177622","122.46","112.03","5848"
"20255","spm","","921220","0","105330","UnG-031","","","","tegmen","","1","text","","","Cratozeunerella nordestina","species","177700","subjective synonym of","Cratozeunerella neotropica","species","177622","122.46","112.03","5848"
"20256","spm","","921241","0","123013","DPNM CD-I-127","holotype","","","tegmen","","1","text","1","","Cratozeunerella amedegnatoi","species","177623","","Cratozeunerella amedegnatoi","species","177623","122.46","112.03","5848"
"20257","spm","","921230","0","104659","RGMN-T125","holotype","","","forewing","","1","text","","","Cratozeunerella godoii","species","177624","","Cratozeunerella godoii","species","177624","122.46","112.03","35213"
"20258","spm","","921242","0","122352","AMNH-43868","","","","forewing","","1","text","","","Cratozeunerella godoii","species","177624","","Cratozeunerella godoii","species","177624","122.46","112.03","35213"
"20259","spm","","921242","0","122352","AMNH-43868","","","","Body","","1","text","","","Cratozeunerella godoii","species","177624","","Cratozeunerella godoii","species","177624","122.46","112.03","35213"
"20260","spm","","921231","0","104659","RGMN-T126","holotype","","","forewing","","1","text","","","Cratozeunerella nervosa","species","177625","","Cratozeunerella nervosa","species","177625","122.46","112.03","35213"
"20261","spm","","921232","0","104659","RGMN-T118","holotype","","","Body","","1","text","","","Cratozeunerella soaresi","species","177627","","Cratozeunerella soaresi","species","177627","122.46","112.03","35213"
"20262","spm","","921232","0","104659","RGMN-T118","holotype","","","hindwing","","1","text","","","Cratozeunerella soaresi","species","177627","","Cratozeunerella soaresi","species","177627","122.46","112.03","35213"
"20263","spm","","921232","0","104659","CD-I-124","","","","forewing","","1","text","","","Cratozeunerella soaresi","species","177627","","Cratozeunerella soaresi","species","177627","122.46","112.03","35213"
"20264","spm","","921233","0","104659","RGMN-T127","holotype","","","Body","","1","text","","Thinnest part of body (abdomen) is 4.2-Thickest part of body (Thorax) is 10.3 mm","Cratozeunerella titanella","species","177628","","Cratozeunerella titanella","species","177628","122.46","112.03","35213"
"20265","spm","","921233","0","104659","RGMN-T127","holotype","","","forewing","","1","text","","","Cratozeunerella titanella","species","177628","","Cratozeunerella titanella","species","177628","122.46","112.03","35213"
"20266","spm","","921222","0","105330","GP/1T-1671","holotype","","","forewing","","1","text","","","Locustopsis cretacea","species","177630","recombined as","Cratolocustopsis cretacea","species","177630","122.46","112.03","35213"
"20267","spm","","921222","0","105330","GP/1T-1671","holotype","","","Body","","1","picture","","","Locustopsis cretacea","species","177630","recombined as","Cratolocustopsis cretacea","species","177630","122.46","112.03","35213"
"20268","spm","","921223","0","105330","GP/1T-1672","holotype","","","forewing","","1","text","","","Locustopsis araripensis","species","177631","recombined as","Cratolocustopsis araripensis","species","177631","122.46","112.03","35213"
"20269","spm","","921223","0","105330","GP/1T-1672","holotype","","","Body","","1","picture","","","Locustopsis araripensis","species","177631","recombined as","Cratolocustopsis araripensis","species","177631","122.46","112.03","35213"
"20270","spm","","921234","0","104659","RGMN-T113","holotype","","","forewing","","1","text","","","Cratolocustopsis contumax","species","177632","","Cratolocustopsis contumax","species","177632","122.46","112.03","35213"
"20271","spm","","921234","0","104659","RGMN-T113","holotype","","","Body","","1","picture","","Perfectly Preserved","Cratolocustopsis contumax","species","177632","","Cratolocustopsis contumax","species","177632","122.46","112.03","35213"
"20272","spm","","921224","0","105330","GP/1T-1666","holotype","","","forewing","","1","text","1","","Zessinia pulcherrima","species","177633","","Zessinia pulcherrima","species","177633","122.46","112.03","66597"
"20273","spm","","921235","0","104659","RGMN-T115","","","","forewing","","1","text","","","Zessinia caririensis","species","177634","","Zessinia caririensis","species","177634","122.46","112.03","35213"
"20274","spm","","921235","0","104659","RGMN-T122","","","","forewing","","1","text","","","Zessinia caririensis","species","177634","","Zessinia caririensis","species","177634","122.46","112.03","35213"
"20275","spm","","921235","0","104659","RGMN-T124","","","","hindwing","","1","text","","","Zessinia caririensis","species","177634","","Zessinia caririensis","species","177634","122.46","112.03","35213"
"20276","spm","","921235","0","104659","RGMN-T124","","","","Body","","1","text","","","Zessinia caririensis","species","177634","","Zessinia caririensis","species","177634","122.46","112.03","35213"
"20277","spm","","921235","0","104659","RGMN-T130","","","","Body","","1","text","","","Zessinia caririensis","species","177634","","Zessinia caririensis","species","177634","122.46","112.03","35213"
"20278","spm","","921225","0","105330","GP/1T-1668","holotype","","","forewing","","1","text","1","","Zessinia reticulata","species","177639","","Zessinia reticulata","species","177639","122.46","112.03","66597"
"20279","spm","","921236","0","104659","RGMN-T116","holotype","","","forewing","","1","text","","","Zessinia petruleviciusi","species","177640","","Zessinia petruleviciusi","species","177640","122.46","112.03","35213"
"20280","spm","","921236","0","104659","RGMN-T116","holotype","","","Body","","1","text","","","Zessinia petruleviciusi","species","177640","","Zessinia petruleviciusi","species","177640","122.46","112.03","35213"
"20281","spm","","921236","0","104659","RGMN-T117","","","","forewing","","1","text","","","Zessinia petruleviciusi","species","177640","","Zessinia petruleviciusi","species","177640","122.46","112.03","35213"
"20282","spm","","921237","0","104659","RGMN-T119","holotype","","","forewing","","1","text","","","Zessinia vikingi","species","177643","","Zessinia vikingi","species","177643","122.46","112.03","35213"
"20283","spm","","921237","0","104659","RGMN-T119","holotype","","","Body","","1","picture","","","Zessinia vikingi","species","177643","","Zessinia vikingi","species","177643","122.46","112.03","35213"
"20284","spm","","921237","0","104659","RGMN-T123","","","","hindwing","","1","text","","","Zessinia vikingi","species","177643","","Zessinia vikingi","species","177643","122.46","112.03","35213"
"20285","spm","","921237","0","104659","RGMN-T123","","","","Body","","1","picture","","","Zessinia vikingi","species","177643","","Zessinia vikingi","species","177643","122.46","112.03","35213"
"20286","spm","","921237","0","104659","CD-001-I","","","","forewing","","1","text","","","Zessinia vikingi","species","177643","","Zessinia vikingi","species","177643","122.46","112.03","35213"
"20287","spm","","921238","0","104659","RGMN-T114","","","","Nymph","","1","text","","missing head","Zessinia","genus","176231","","Zessinia","genus","176231","122.46","112.03","35213"
"20288","spm","","921239","0","104659","RGMN-T128","holotype","","","forewing","","1","text","","","Locustrix gallegoi","species","177645","","Locustrix gallegoi","species","177645","122.46","112.03","35213"
"20289","spm","","921239","0","104659","RGMN-T128","holotype","","","Body","","1","text","","","Locustrix gallegoi","species","177645","","Locustrix gallegoi","species","177645","122.46","112.03","35213"
"20290","spm","","921240","0","104659","RGMN-T129","holotype","","","forewing","","1","text","","","Locustrix audax","species","177646","","Locustrix audax","species","177646","122.46","112.03","35213"
"20383","spm","","1024890","0","122922","MB.1999.3 MB.I.2047","holotype","","","forewing","","1","text","","","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20384","spm","","1024890","0","122922","MB.1999.3 MB.I.2047","holotype","","","hindwing","","1","text","","","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20385","spm","","1024890","0","122922","MB.1999.3 MB.I.2047","holotype","","","body","","1","text","","Width of thorax; length includes head and anal appendages","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20386","spm","","911661","0","122557","SMNS 64345","paratype","","","forewing","female","1","text","","Female allotype","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20387","spm","","911661","0","122557","SMNS 64345","paratype","","","hindwing","female","1","text","","Female allotype","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20388","spm","","911661","0","122557","SMNS 64343","paratype","","","hindwing","male","1","text","","Male","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20389","spm","","1024892","0","122919","MSF M56","paratype","","","hindwing","female","1","text","","Female","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20390","spm","","1024892","0","122919","MSF L75","paratype","","","forewing","male","1","text","","Male","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20391","spm","","1024892","0","122919","MSF L75","paratype","","","hindwing","male","1","text","","Male","Araripeliupanshania annesuseae","species","175189","","Araripeliupanshania annesuseae","species","175189","122.46","112.03","35206"
"20392","spm","","911649","0","122553","MNHN-LP.R.55194","holotype","","","forewing","","1","text","1","","Paramesuropetala gigantea","species","175157","","Paramesuropetala gigantea","species","175157","122.46","112.03","35206"
"20511","spm","","926280","0","122924","MURJ 515","holotype","","","forewing","","1","text","","Length estimated from 26.5 mm fragment","Anomalaeschna berndschusteri","species","178606","","Anomalaeschna berndschusteri","species","178606","122.46","112.03","35206"
"20512","spm","","926280","0","122924","MURJ 515","holotype","","","hindwing","","1","text","","","Anomalaeschna berndschusteri","species","178606","","Anomalaeschna berndschusteri","species","178606","122.46","112.03","35206"
"20514","spm","","926282","0","122557","SMNS 63068","holotype","","","forewing","","1","text","","","Paramorbaeschna araripensis","species","178610","","Paramorbaeschna araripensis","species","178610","122.46","112.03","35206"
"20515","spm","","926282","0","122557","SMNS 63068","holotype","","","hindwing","","1","text","","","Paramorbaeschna araripensis","species","178610","","Paramorbaeschna araripensis","species","178610","122.46","112.03","35206"
